10|14|19
4|4|5
8|12|17
7|11|17
3|3|5
2|2|4
6|10|13
5|9|12
3|3|4
1|1|2
6|8|9
2|2|4
1|1|2
6|6|7
4|6|11
2|2|3
8|8|9
5|5|7
4|4|5
9|9|11
6|6|8
5|5|6
5|5|6
5|7|8
13|13|14
14|14|16
13|13|17
10|10|11
8|8|9
12|12|14
9|9|10
13|13|15
12|12|14
2|2|3
2|2|3
7|9|10
4|4|5
10|10|11
7|7|8
9|9|11
14|14|17
11|11|12
10|10|11
8|10|11
8|8|9
10|14|19
4|4|5
8|12|17
7|11|17
3|3|5
2|2|4
6|10|13
5|9|12
3|3|4
1|1|2
6|8|9
2|2|4
1|1|2
6|6|7
4|6|11
2|2|3
8|8|9
5|5|7
4|4|5
9|9|11
6|6|8
5|5|6
5|5|6
9|9|10
5|7|8
13|13|14
14|16|20
13|15|19
10|10|13
8|8|9
12|12|17
9|9|10
13|13|15
12|12|14
2|2|3
2|2|3
7|9|10
4|4|5
10|10|11
8|8|9
7|7|8
9|9|10
14|14|19
11|11|12
10|10|11
8|10|11
10|14|19
4|4|5
8|12|17
7|11|17
3|3|5
2|2|4
6|10|13
5|9|12
3|3|4
1|1|2
6|8|9
2|2|4
1|1|2
6|6|7
4|6|11
2|2|3
8|8|9
5|5|7
4|4|5
9|9|11
6|6|8
5|5|6
5|5|6
9|9|11
8|8|9
13|13|15
14|16|20
13|15|18
9|9|10
8|8|9
13|13|15
12|12|14
2|2|3
2|2|3
7|9|10
4|4|5
10|10|11
14|16|19
10|10|11
8|10|11
10|14|19
4|4|5
8|12|17
7|11|17
3|3|5
2|2|4
6|10|13
5|9|12
3|3|4
1|1|2
6|8|9
2|2|4
1|1|2
6|6|7
4|6|11
2|2|3
8|8|9
5|5|7
4|4|5
9|9|11
6|6|8
5|5|6
5|5|6
9|9|11
8|8|9
13|13|15
14|14|16
13|17|31
8|8|9
13|21|39
12|22|44
2|2|3
2|2|3
7|9|10
4|4|5
10|10|11
14|18|33
10|10|11
8|10|11
10|14|19
4|4|5
8|12|17
7|11|17
3|3|5
2|2|4
6|10|13
5|9|12
3|3|4
1|1|2
6|8|9
2|2|4
1|1|2
6|6|7
4|6|11
2|2|3
8|8|9
5|5|7
4|4|5
9|9|11
6|6|8
5|5|6
5|5|6
9|9|10
8|8|9
13|13|14
14|16|27
13|17|29
9|21|45
13|21|36
12|22|41
2|2|3
2|2|3
7|9|10
4|4|5
10|10|11
14|18|29
8|10|11
10|14|19
4|4|5
8|12|17
7|11|17
3|3|5
2|2|4
6|10|13
5|9|12
3|3|4
1|1|2
6|8|9
2|2|4
1|1|2
6|6|7
4|6|11
2|2|3
8|8|9
5|5|7
4|4|5
9|9|11
6|6|8
5|5|6
5|5|6
9|9|11
8|8|9
13|13|15
14|16|20
13|15|18
9|9|10
8|8|9
13|13|15
12|12|13
2|2|3
2|2|3
7|9|10
4|4|5
10|10|11
14|16|19
8|10|11
10|14|19
4|4|5
8|12|17
7|11|17
3|3|5
2|2|4
6|10|13
5|9|12
3|3|4
1|1|2
6|8|9
2|2|4
1|1|2
6|6|7
4|6|11
2|2|3
8|8|9
5|5|7
4|4|5
9|9|11
6|6|8
5|5|6
5|5|6
9|9|11
8|8|9
13|13|15
14|14|16
13|15|19
9|9|10
8|8|9
13|13|15
12|12|14
2|2|3
2|2|3
7|9|10
4|4|5
10|10|11
14|16|19
8|10|11
10|14|19
4|4|5
8|12|17
7|11|17
3|3|5
2|2|4
6|10|13
5|9|12
3|3|4
1|1|2
6|8|9
2|2|4
1|1|2
6|6|7
4|6|11
2|2|3
8|8|9
5|5|7
4|4|5
9|9|10
6|6|8
5|5|6
5|5|6
9|9|11
8|8|9
13|13|14
14|16|20
13|15|19
9|9|10
8|8|9
2|2|3
2|2|3
7|9|10
4|4|5
10|10|11
14|14|19
8|10|11
10|14|19
4|4|5
8|12|17
7|11|17
3|3|5
2|2|4
6|10|13
5|9|12
3|3|4
1|1|2
6|8|9
2|2|4
1|1|2
6|6|7
4|6|11
2|2|3
8|8|9
5|5|7
4|4|5
9|9|11
6|6|8
5|5|6
5|5|6
9|9|10
8|8|9
13|13|14
14|16|20
13|15|19
9|9|10
8|8|9
2|2|3
2|2|3
7|9|10
4|4|5
10|10|11
14|16|19
8|10|11
10|14|19
4|4|5
8|12|17
7|11|17
3|3|5
2|2|4
6|10|13
5|9|12
3|3|4
1|1|2
6|8|9
2|2|4
1|1|2
6|6|7
4|6|11
2|2|3
8|8|9
5|5|7
4|4|5
9|9|10
6|6|8
5|5|6
5|5|6
9|9|11
8|8|9
13|13|14
14|14|16
13|17|29
9|21|45
2|2|3
2|2|3
7|9|10
4|4|5
10|10|11
14|18|29
8|10|11
10|14|19
4|4|5
8|12|17
7|11|17
3|3|5
2|2|4
6|10|13
5|9|12
3|3|4
1|1|2
6|8|9
2|2|4
1|1|2
6|6|7
4|6|11
2|2|3
8|8|9
5|5|7
4|4|5
9|9|10
6|6|8
5|5|6
5|5|6
9|9|10
8|8|9
13|13|14
14|16|29
13|17|30
8|8|9
2|2|3
2|2|3
7|9|10
4|4|5
10|10|11
14|18|31
8|10|11
10|14|19
4|4|5
8|12|17
7|11|17
3|3|5
2|2|4
6|10|13
5|9|12
3|3|4
1|1|2
6|8|9
2|2|4
1|1|2
6|6|7
4|6|11
2|2|3
8|8|9
5|5|7
4|4|5
9|9|11
6|6|8
5|5|6
5|5|6
9|9|11
8|8|9
13|13|15
14|14|16
13|17|32
9|9|10
8|8|9
2|2|3
2|2|3
7|9|10
4|4|5
10|10|11
14|18|32
8|10|11
10|14|19
4|4|5
8|12|17
7|11|17
3|3|5
2|2|4
6|10|13
5|9|12
3|3|4
1|1|2
6|8|9
2|2|4
1|1|2
6|6|7
4|6|11
2|2|3
8|8|9
5|5|7
4|4|5
9|9|11
6|6|8
5|5|6
5|5|6
9|9|11
8|8|9
13|13|14
14|14|16
13|17|38
9|9|10
8|8|9
2|2|3
2|2|3
7|9|10
4|4|5
10|10|11
14|18|39
8|10|11
10|14|19
4|4|5
8|12|17
7|11|17
3|3|5
2|2|4
6|10|13
5|9|12
3|3|4
1|1|2
6|8|9
2|2|4
1|1|2
6|6|7
4|6|11
2|2|3
8|8|9
5|5|7
4|4|5
9|9|10
6|6|8
5|5|6
5|5|6
9|9|11
8|8|9
13|13|14
14|16|39
13|17|41
9|9|10
8|8|9
2|2|3
2|2|3
7|9|10
4|4|5
10|10|11
14|18|42
8|10|11
10|14|19
4|4|5
8|12|17
7|11|17
3|3|5
2|2|4
6|10|13
5|9|12
3|3|4
1|1|2
6|8|9
2|2|4
1|1|2
6|6|7
4|6|11
2|2|3
8|8|9
5|5|7
4|4|5
9|9|11
6|6|8
5|5|6
5|5|6
9|9|11
8|8|9
13|13|15
14|18|22
9|9|10
8|8|9
2|2|3
2|2|3
7|9|10
4|4|5
10|10|11
8|10|11
10|14|19
4|4|5
8|12|17
7|11|17
3|3|5
2|2|4
6|10|13
5|9|12
3|3|4
1|1|2
6|8|9
2|2|4
1|1|2
6|6|7
4|6|11
2|2|3
8|8|9
5|5|7
4|4|5
9|9|11
6|6|8
5|5|6
